"genes"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"5525"	"C1R"	2.92856886021428	4.47157902354624	25.111500612937	5.41091894779201e-07	0.00742378079637063
"6006"	"CFI"	2.21656020207357	1.44524584089883	22.2778379629361	2.35913683766051e-06	0.0161836787063511
"21829"	"C2"	2.31675382076708	4.46925966100041	20.7855787386507	5.13683188518819e-06	0.0234924444882606
"1625"	"GPBAR1"	1.58942005431433	2.53024986454896	20.1841632878403	7.03328060840182e-06	0.0241241524868182
"9213"	"FAM26F"	1.70153064711452	2.74472452820243	19.2736259595487	1.13260101973669e-05	0.0267757374634421
"15471"	"C16H1orf115"	1.42808701950161	3.05351856133568	19.1465665134118	1.210550654769e-05	0.0267757374634421
"10932"	"TPC3"	1.71527396695901	3.98932596700332	18.8904081522416	1.38447045986901e-05	0.0267757374634421
"11115"	"NLRC4"	1.15278650848949	4.54079903922699	18.3701628895291	1.81883959985882e-05	0.0267757374634421
"21045"	"MITF"	1.00096404975043	4.45811680987405	18.3177267478585	1.86959372269581e-05	0.0267757374634421
"15483"	"TLR5"	1.74410458889686	2.23436389998532	18.2359673026307	1.95158436322464e-05	0.0267757374634421
"8984"	"SLC46A2"	0.87355554412551	4.91056190808338	17.8655493966738	2.37074157027987e-05	0.0285936940637847
"15806"	"LOC104976500"	1.86295657193078	3.06206435462919	17.6036242637541	2.72069348207598e-05	0.0285936940637847
"21327"	"CCR2"	0.806903794351209	6.31308531770623	17.5472724274167	2.80252506567745e-05	0.0285936940637847
"5500"	"CLEC4A"	1.29111588682792	4.5428196887606	17.4324240414369	2.97704166051251e-05	0.0285936940637847
"2218"	"SLAMF8"	2.06763777816701	1.14792511710703	17.3395453837602	3.12613273292106e-05	0.0285936940637847
"18695"	"ENO3"	1.05784138638753	4.25411315379267	17.1155151067397	3.51737907326205e-05	0.0291110673369359
"23614"	"MYOF"	1.04675370539519	5.12631004891529	17.0677018575903	3.60705644845416e-05	0.0291110673369359
"336"	"CD86"	0.854481765132126	5.13546034427423	16.942374977352	3.85317732828696e-05	0.0293399130895018
"8475"	"TMC1"	2.61922588026699	0.691660751628742	16.8416792655085	4.06310749781731e-05	0.0293399130895018
"25196"	"BATF2"	2.83492092849498	3.49490608795257	16.400615922981	5.12685675746178e-05	0.0339046002275284
"19391"	"LOC781977"	1.77005869532411	3.46843563927036	16.3383496550199	5.29808574099111e-05	0.0339046002275284
"22373"	"MOCOS"	1.25133790289839	3.36685620769983	16.2894437319671	5.43659770412262e-05	0.0339046002275284
"237"	"HHLA2"	4.91551388597029	3.50183129598227	15.5603083074122	7.99147277838243e-05	0.0476708723997421
